transaction_id,timestamp,customer_id,merchant_id,merchant_category,amount,transaction_type,channel,device_fingerprint,ip_address,status,is_flagged,fraud_confirmed,response_time_ms,state
TXN-002110,2024-01-18 09:13:45,CUST-00450,MERCH-0098,supermercados,491.16,cartao_credito,API,,73.89.xxx.xxx,aprovada,0,,42,PI
TXN-002111,2024-01-18 00:48:42,CUST-00414,MERCH-0104,e-commerce,564.07,PIX,app_mobile,FP-462952,60.43.xxx.xxx,recusada,0,0,207,PB
TXN-002112,2024-02-18 17:16:51,CUST-00631,MERCH-0110,restaurantes,1652.11,cartao_debito,app_mobile,FP-770041,65.223.xxx.xxx,aprovada,0,,142,SP
TXN-002113,2024-02-03 23:24:42,CUST-00756,MERCH-0048,supermercados,451.69,cartao_debito,internet_banking,FP-240219,68.197.xxx.xxx,aprovada,0,,293,MG
TXN-002114,2024-01-31 19:03:09,CUST-00201,MERCH-0055,e-commerce,767.47,cartao_debito,app_mobile,FP-162771,37.42.xxx.xxx,aprovada,0,0,323,AP
TXN-002115,2024-01-31 14:06:25,CUST-00454,MERCH-0039,servicos_digitais,234.88,TED,app_mobile,FP-735882,18.96.xxx.xxx,aprovada,0,,112,RJ
TXN-002116,2024-01-26 11:59:02,CUST-00744,MERCH-0133,restaurantes,450.73,PIX,internet_banking,FP-244922,148.232.xxx.xxx,recusada,0,,217,ES
TXN-002117,2024-01-14 22:41:42,CUST-00641,MERCH-0158,marketplace,264.96,PIX,caixa_eletronico,FP-498041,103.14.xxx.xxx,aprovada,0,,246,SP
TXN-002118,2024-01-29 06:06:48,CUST-00436,MERCH-0046,farmacias,284.71,boleto,internet_banking,FP-415128,100.124.xxx.xxx,estornada,0,,194,RJ
TXN-002119,2024-02-14 12:27:24,CUST-00177,MERCH-0037,marketplace,35.27,PIX,internet_banking,FP-888417,19.174.xxx.xxx,aprovada,0,,115,AL
TXN-002120,2024-01-28 01:51:22,CUST-00522,MERCH-0126,e-commerce,173.12,PIX,app_mobile,FP-573980,128.243.xxx.xxx,aprovada,0,,123,RJ
TXN-002121,2024-02-15 01:53:01,CUST-00294,MERCH-0109,supermercados,223.76,PIX,app_mobile,FP-181398,199.31.xxx.xxx,aprovada,0,,178,PB
TXN-002122,2024-01-26 00:06:50,CUST-00363,MERCH-0088,marketplace,234.82,cartao_credito,API,,109.142.xxx.xxx,aprovada,0,,79,RJ
TXN-002123,2024-01-08 18:14:56,CUST-00140,MERCH-0158,e-commerce,246.53,boleto,app_mobile,FP-600365,140.61.xxx.xxx,aprovada,0,,129,MG
TXN-002124,2024-01-06 16:18:02,CUST-00462,MERCH-0048,farmacias,1329.43,cartao_credito,internet_banking,FP-847506,210.175.xxx.xxx,recusada,0,,68,ES
TXN-002125,2024-02-06 07:09:55,CUST-00113,MERCH-0011,servicos_digitais,272.04,cartao_credito,app_mobile,FP-943397,76.162.xxx.xxx,aprovada,0,,576,MG
TXN-002126,2024-02-19 20:39:22,CUST-00381,MERCH-0174,marketplace,294.39,PIX,app_mobile,FP-241810,97.97.xxx.xxx,aprovada,0,,369,SP
TXN-002127,2024-02-28 19:56:37,CUST-00073,MERCH-0008,e-commerce,1521.25,TED,app_mobile,FP-534301,240.157.xxx.xxx,aprovada,0,,197,MG
TXN-002128,2024-01-12 08:37:47,CUST-00746,MERCH-0062,supermercados,37.3,TED,internet_banking,FP-709380,86.13.xxx.xxx,aprovada,0,,131,AC
TXN-002129,2024-01-04 21:24:46,CUST-00005,MERCH-0011,supermercados,73.8,PIX,app_mobile,FP-853405,92.196.xxx.xxx,aprovada,0,,93,SP
TXN-002130,2024-01-12 07:32:55,CUST-00458,MERCH-0120,servicos_digitais,214.32,PIX,app_mobile,FP-743667,185.51.xxx.xxx,recusada,0,,294,RS
TXN-002131,2024-02-09 02:48:12,CUST-00060,MERCH-0051,supermercados,332.45,cartao_debito,internet_banking,,213.178.xxx.xxx,aprovada,0,,57,ES
TXN-002132,2024-02-03 22:19:38,CUST-00063,MERCH-0191,e-commerce,330.45,boleto,API,FP-535875,97.239.xxx.xxx,aprovada,0,,63,PE
TXN-002133,2024-01-27 23:54:37,CUST-00123,MERCH-0126,e-commerce,211.96,cartao_debito,app_mobile,,122.123.xxx.xxx,aprovada,1,,62,GO
TXN-002134,2024-02-22 15:23:22,CUST-00679,MERCH-0054,restaurantes,476.62,PIX,app_mobile,FP-146560,30.175.xxx.xxx,aprovada,0,,162,ES
TXN-002135,2024-01-08 14:56:05,CUST-00448,MERCH-0032,e-commerce,1781.18,cartao_credito,app_mobile,FP-775409,188.137.xxx.xxx,aprovada,0,,531,RJ
TXN-002136,2024-01-09 06:37:41,CUST-00592,MERCH-0058,marketplace,394.99,PIX,API,,180.177.xxx.xxx,aprovada,0,0,149,DF
TXN-002137,2024-02-02 20:41:03,CUST-00791,MERCH-0050,farmacias,30.95,PIX,internet_banking,FP-663613,72.140.xxx.xxx,aprovada,0,,75,SP
TXN-002138,2024-01-09 12:12:54,CUST-00555,MERCH-0080,marketplace,2872.05,TED,API,,244.206.xxx.xxx,aprovada,0,,119,SP
TXN-002139,2024-01-25 05:37:07,CUST-00460,MERCH-0012,marketplace,52.27,cartao_credito,internet_banking,FP-966358,145.249.xxx.xxx,aprovada,0,,276,RJ
TXN-002140,2024-02-16 15:38:13,CUST-00664,MERCH-0001,farmacias,801.16,TED,caixa_eletronico,,30.222.xxx.xxx,aprovada,0,,46,PI
TXN-002141,2024-01-09 05:55:58,CUST-00103,MERCH-0124,servicos_digitais,784.24,cartao_credito,app_mobile,FP-330030,93.121.xxx.xxx,aprovada,0,,205,RS
TXN-002142,2024-02-26 03:25:40,CUST-00269,MERCH-0056,utilidades,136.31,boleto,internet_banking,FP-388211,205.195.xxx.xxx,aprovada,0,,76,SP
TXN-002143,2024-02-25 16:05:07,CUST-00582,MERCH-0199,restaurantes,302.64,TED,app_mobile,FP-357543,66.148.xxx.xxx,aprovada,0,,173,AL
TXN-002144,2024-02-24 03:07:29,CUST-00298,MERCH-0042,utilidades,1074.96,PIX,app_mobile,FP-949469,233.226.xxx.xxx,pendente,0,0,40,RJ
TXN-002145,2024-02-16 00:06:07,CUST-00396,MERCH-0126,e-commerce,142.96,boleto,internet_banking,FP-622301,80.163.xxx.xxx,recusada,0,,202,PR
TXN-002146,2024-02-21 07:24:43,CUST-00655,MERCH-0071,e-commerce,1676.01,cartao_credito,app_mobile,FP-367665,235.4.xxx.xxx,recusada,0,,187,TO
TXN-002147,2024-02-24 05:34:07,CUST-00364,MERCH-0074,utilidades,213.26,cartao_credito,internet_banking,FP-540932,244.147.xxx.xxx,aprovada,0,,317,PR
TXN-002148,2024-02-25 16:08:29,CUST-00575,MERCH-0102,utilidades,421.74,TED,internet_banking,FP-564654,80.249.xxx.xxx,pendente,0,,87,SP
TXN-002149,2024-01-12 12:35:28,CUST-00705,MERCH-0137,restaurantes,157.25,cartao_credito,internet_banking,FP-496990,140.36.xxx.xxx,aprovada,0,,311,ES
TXN-002150,2024-01-16 07:45:52,CUST-00581,MERCH-0163,viagens,737.13,boleto,API,FP-929689,76.217.xxx.xxx,aprovada,0,,682,MG
TXN-002151,2024-02-12 02:33:35,CUST-00503,MERCH-0188,supermercados,910.05,cartao_credito,caixa_eletronico,FP-301475,168.127.xxx.xxx,recusada,0,,39,RJ
TXN-002152,2024-01-10 01:29:16,CUST-00708,MERCH-0014,utilidades,303.57,cartao_credito,app_mobile,FP-671079,232.188.xxx.xxx,aprovada,0,,76,PI
TXN-002153,2024-02-02 06:14:42,CUST-00004,MERCH-0004,supermercados,38.73,TED,internet_banking,FP-913411,174.80.xxx.xxx,estornada,0,,83,ES
TXN-002154,2024-02-19 17:12:13,CUST-00057,MERCH-0154,supermercados,293.38,PIX,caixa_eletronico,,33.96.xxx.xxx,recusada,0,,86,MT
TXN-002155,2024-01-08 15:28:05,CUST-00640,MERCH-0074,supermercados,188.49,cartao_debito,API,,32.57.xxx.xxx,aprovada,0,,306,MT
TXN-002156,2024-01-20 14:47:12,CUST-00263,MERCH-0179,farmacias,101.35,cartao_credito,API,FP-287170,69.5.xxx.xxx,aprovada,0,,44,SE
TXN-002157,2024-02-13 13:49:45,CUST-00435,MERCH-0069,e-commerce,250.95,cartao_credito,internet_banking,FP-700067,206.81.xxx.xxx,recusada,0,,454,AL
TXN-002158,2024-01-03 04:04:57,CUST-00685,MERCH-0080,e-commerce,523.39,PIX,app_mobile,FP-764788,24.242.xxx.xxx,aprovada,1,,324,PE
TXN-002159,2024-02-05 08:40:50,CUST-00354,MERCH-0107,marketplace,946.73,PIX,API,FP-191357,90.210.xxx.xxx,recusada,0,,79,PA
TXN-002160,2024-02-19 09:59:22,CUST-00316,MERCH-0082,postos,143.38,PIX,app_mobile,,252.44.xxx.xxx,recusada,0,,496,AM
TXN-002161,2024-02-11 10:59:20,CUST-00629,MERCH-0054,servicos_digitais,225.9,cartao_debito,internet_banking,FP-458797,39.140.xxx.xxx,aprovada,0,,220,MG
TXN-002162,2024-01-21 23:29:08,CUST-00324,MERCH-0011,postos,412.91,PIX,app_mobile,FP-318799,154.78.xxx.xxx,pendente,0,,60,MT
TXN-002163,2024-01-04 08:28:49,CUST-00051,MERCH-0200,marketplace,13.79,cartao_credito,app_mobile,FP-641533,68.241.xxx.xxx,aprovada,0,,203,RJ
TXN-002164,2024-01-10 05:31:01,CUST-00621,MERCH-0033,outros,1478.41,cartao_credito,app_mobile,FP-240609,224.219.xxx.xxx,aprovada,0,,218,RJ
TXN-002165,2024-01-21 13:47:20,CUST-00788,MERCH-0168,e-commerce,77.62,PIX,app_mobile,FP-221569,107.252.xxx.xxx,aprovada,0,,250,PR
TXN-002166,2024-01-09 06:57:06,CUST-00504,MERCH-0181,e-commerce,659.03,PIX,API,,188.107.xxx.xxx,aprovada,0,,107,SC
TXN-002167,2024-02-14 16:49:25,CUST-00557,MERCH-0184,viagens,744.74,cartao_credito,API,,65.53.xxx.xxx,pendente,0,,172,SC
TXN-002168,2024-02-22 06:14:10,CUST-00625,MERCH-0025,e-commerce,92.21,cartao_debito,app_mobile,FP-726935,125.2.xxx.xxx,aprovada,0,,271,SE
TXN-002169,2024-01-16 18:22:14,CUST-00734,MERCH-0143,marketplace,70.9,PIX,app_mobile,FP-882361,21.81.xxx.xxx,aprovada,0,,556,RS
TXN-002170,2024-02-03 16:58:01,CUST-00489,MERCH-0070,restaurantes,505.89,PIX,internet_banking,,118.153.xxx.xxx,aprovada,0,,232,GO
TXN-002171,2024-01-24 22:54:23,CUST-00593,MERCH-0096,restaurantes,959.52,PIX,caixa_eletronico,FP-486971,82.2.xxx.xxx,aprovada,0,,40,ES
TXN-002172,2024-01-14 05:34:51,CUST-00506,MERCH-0046,viagens,349.8,cartao_credito,internet_banking,FP-208560,181.219.xxx.xxx,aprovada,0,,135,ES
TXN-002173,2024-01-28 16:42:02,CUST-00628,MERCH-0194,supermercados,195.92,cartao_debito,app_mobile,FP-106088,83.217.xxx.xxx,aprovada,0,,400,AL
TXN-002174,2024-02-16 00:20:26,CUST-00022,MERCH-0149,restaurantes,253.74,cartao_credito,internet_banking,FP-756529,30.2.xxx.xxx,recusada,0,,78,RJ
TXN-002175,2024-02-17 16:22:44,CUST-00266,MERCH-0149,supermercados,222.76,PIX,internet_banking,FP-123855,4.85.xxx.xxx,aprovada,0,,237,RJ
TXN-002176,2024-02-21 00:20:31,CUST-00525,MERCH-0111,marketplace,472.07,cartao_credito,internet_banking,FP-981579,44.153.xxx.xxx,recusada,1,0,140,ES
TXN-002177,2024-01-11 06:32:04,CUST-00503,MERCH-0131,servicos_digitais,148.12,PIX,app_mobile,FP-713975,95.82.xxx.xxx,pendente,0,,73,MG
TXN-002178,2024-02-19 12:54:42,CUST-00662,MERCH-0200,farmacias,134.06,TED,app_mobile,FP-711013,230.31.xxx.xxx,aprovada,0,,143,PR
TXN-002179,2024-02-03 09:22:43,CUST-00714,MERCH-0110,restaurantes,452.28,cartao_credito,caixa_eletronico,FP-313659,69.117.xxx.xxx,aprovada,0,,53,AP
TXN-002180,2024-02-17 14:20:17,CUST-00437,MERCH-0146,e-commerce,363.79,TED,API,FP-723819,195.165.xxx.xxx,aprovada,0,,293,ES
TXN-002181,2024-01-05 07:36:57,CUST-00053,MERCH-0060,farmacias,1320.04,PIX,caixa_eletronico,FP-954345,58.178.xxx.xxx,aprovada,0,,81,MA
TXN-002182,2024-02-01 02:53:53,CUST-00382,MERCH-0169,supermercados,2879.94,cartao_credito,internet_banking,FP-668297,120.28.xxx.xxx,aprovada,0,,157,SP
TXN-002183,2024-02-29 09:38:36,CUST-00347,MERCH-0149,marketplace,20.11,cartao_credito,app_mobile,FP-344083,101.199.xxx.xxx,aprovada,0,,73,SP
TXN-002184,2024-01-03 06:02:58,CUST-00271,MERCH-0028,outros,283.17,cartao_credito,internet_banking,FP-682201,43.92.xxx.xxx,aprovada,0,,211,PI
TXN-002185,2024-02-19 21:20:10,CUST-00083,MERCH-0084,restaurantes,339.26,cartao_credito,app_mobile,FP-218268,89.145.xxx.xxx,aprovada,0,,67,SP
TXN-002186,2024-02-21 19:56:00,CUST-00263,MERCH-0156,outros,132.62,PIX,API,,2.213.xxx.xxx,recusada,0,,208,AL
TXN-002187,2024-01-09 07:50:04,CUST-00196,MERCH-0180,postos,168.98,cartao_debito,caixa_eletronico,,89.1.xxx.xxx,aprovada,0,,79,RN
TXN-002188,2024-02-06 11:00:03,CUST-00062,MERCH-0084,farmacias,366.64,PIX,app_mobile,FP-126715,139.195.xxx.xxx,aprovada,0,,108,PE
TXN-002189,2024-01-20 00:00:46,CUST-00546,MERCH-0086,restaurantes,850.77,PIX,app_mobile,FP-357703,66.236.xxx.xxx,aprovada,0,,155,ES
TXN-002190,2024-01-01 16:50:11,CUST-00128,MERCH-0161,farmacias,296.21,boleto,internet_banking,FP-184855,154.237.xxx.xxx,aprovada,0,,75,PR
TXN-002191,2024-02-22 20:14:41,CUST-00544,MERCH-0119,e-commerce,325.12,cartao_debito,internet_banking,FP-992640,25.15.xxx.xxx,aprovada,0,,80,MA
TXN-002192,2024-01-02 21:17:00,CUST-00717,MERCH-0106,e-commerce,637.31,cartao_credito,API,,87.131.xxx.xxx,aprovada,0,,90,ES
TXN-002193,2024-01-25 16:28:59,CUST-00066,MERCH-0151,supermercados,382.16,boleto,app_mobile,FP-776199,77.159.xxx.xxx,pendente,0,,93,SC
TXN-002194,2024-02-14 08:18:34,CUST-00630,MERCH-0104,servicos_digitais,1555.02,boleto,internet_banking,FP-473948,180.77.xxx.xxx,aprovada,0,,300,TO
TXN-002195,2024-02-17 22:42:31,CUST-00608,MERCH-0095,e-commerce,279.13,boleto,app_mobile,FP-558922,141.119.xxx.xxx,aprovada,0,,119,PR
TXN-002196,2024-02-25 05:26:48,CUST-00106,MERCH-0156,e-commerce,647.4,PIX,app_mobile,FP-539898,1.43.xxx.xxx,aprovada,0,,96,SC
TXN-002197,2024-01-13 08:20:10,CUST-00209,MERCH-0116,servicos_digitais,377.32,TED,app_mobile,FP-186227,172.65.xxx.xxx,pendente,0,,59,BA
TXN-002198,2024-01-22 15:03:40,CUST-00701,MERCH-0117,e-commerce,111.96,cartao_credito,API,FP-935041,96.112.xxx.xxx,aprovada,0,,209,MG
TXN-002199,2024-01-18 06:05:00,CUST-00425,MERCH-0131,outros,221.37,boleto,internet_banking,FP-989746,61.121.xxx.xxx,aprovada,0,,174,RJ
TXN-002200,2024-02-15 07:45:37,CUST-00534,MERCH-0034,servicos_digitais,553.38,TED,app_mobile,FP-678898,183.23.xxx.xxx,aprovada,0,,324,SP
TXN-002201,2024-01-26 12:30:07,CUST-00502,MERCH-0049,outros,175.64,cartao_credito,app_mobile,FP-404470,4.39.xxx.xxx,estornada,0,,51,MG
TXN-002202,2024-02-05 12:09:15,CUST-00351,MERCH-0027,utilidades,166.26,cartao_credito,internet_banking,FP-242959,12.116.xxx.xxx,aprovada,0,,131,MG
TXN-002203,2024-01-17 18:28:11,CUST-00634,MERCH-0059,marketplace,206.05,PIX,API,,50.182.xxx.xxx,estornada,0,,182,MS
TXN-002204,2024-01-07 09:56:03,CUST-00068,MERCH-0158,e-commerce,14.76,PIX,API,,186.28.xxx.xxx,pendente,0,,201,RJ
TXN-002205,2024-01-10 01:42:46,CUST-00792,MERCH-0175,supermercados,25.96,cartao_credito,internet_banking,FP-150384,211.169.xxx.xxx,aprovada,0,,160,SC
TXN-002206,2024-01-09 15:15:34,CUST-00355,MERCH-0118,e-commerce,36.76,cartao_debito,internet_banking,FP-341273,212.93.xxx.xxx,aprovada,0,1,875,PI
TXN-002207,2024-02-17 17:46:54,CUST-00023,MERCH-0103,servicos_digitais,480.57,TED,caixa_eletronico,FP-469631,247.84.xxx.xxx,aprovada,0,,39,CE
TXN-002208,2024-02-03 06:04:49,CUST-00303,MERCH-0120,restaurantes,120.61,PIX,app_mobile,FP-685122,41.74.xxx.xxx,aprovada,0,,35,PE
TXN-002209,2024-01-30 07:53:16,CUST-00684,MERCH-0080,supermercados,138.75,cartao_debito,caixa_eletronico,FP-833633,68.90.xxx.xxx,aprovada,0,,86,SP
TXN-002210,2024-02-16 13:39:47,CUST-00057,MERCH-0102,e-commerce,68.2,PIX,internet_banking,FP-321838,188.180.xxx.xxx,aprovada,0,,90,GO
TXN-002211,2024-02-10 02:57:34,CUST-00011,MERCH-0157,servicos_digitais,2203.19,TED,API,,144.202.xxx.xxx,aprovada,0,,238,RJ
TXN-002212,2024-02-26 12:36:46,CUST-00090,MERCH-0185,outros,1910.72,cartao_debito,app_mobile,FP-436026,4.226.xxx.xxx,aprovada,0,,105,MG
TXN-002213,2024-02-19 11:04:02,CUST-00401,MERCH-0102,e-commerce,176.57,PIX,app_mobile,FP-268862,19.240.xxx.xxx,aprovada,0,,1021,RJ
TXN-002214,2024-01-31 01:47:47,CUST-00182,MERCH-0090,marketplace,756.64,cartao_debito,app_mobile,FP-381592,152.231.xxx.xxx,aprovada,0,0,121,PE
TXN-002215,2024-01-26 09:35:41,CUST-00558,MERCH-0158,postos,21.03,PIX,caixa_eletronico,FP-778476,246.152.xxx.xxx,estornada,0,,67,SP
TXN-002216,2024-02-29 23:11:36,CUST-00533,MERCH-0012,viagens,40.97,PIX,internet_banking,FP-812706,104.103.xxx.xxx,recusada,0,,124,PR
TXN-002217,2024-01-02 18:51:06,CUST-00701,MERCH-0076,restaurantes,232.61,cartao_debito,API,,94.179.xxx.xxx,aprovada,0,,15,RJ
TXN-002218,2024-01-12 11:20:40,CUST-00054,MERCH-0149,e-commerce,24.81,PIX,internet_banking,FP-598671,163.168.xxx.xxx,aprovada,0,0,100,DF
TXN-002219,2024-01-08 04:31:44,CUST-00123,MERCH-0059,restaurantes,674.2,PIX,caixa_eletronico,FP-871790,189.166.xxx.xxx,aprovada,1,1,445,MS
TXN-002220,2024-02-04 05:42:52,CUST-00015,MERCH-0149,outros,962.69,cartao_credito,internet_banking,FP-657921,163.208.xxx.xxx,aprovada,0,,57,SP
TXN-002221,2024-01-18 11:29:19,CUST-00742,MERCH-0192,supermercados,98.17,PIX,app_mobile,FP-366952,223.48.xxx.xxx,estornada,0,,147,MS
TXN-002222,2024-01-03 20:12:09,CUST-00143,MERCH-0159,e-commerce,377.85,boleto,API,FP-564044,146.116.xxx.xxx,aprovada,0,,63,SP
TXN-002223,2024-02-26 20:46:33,CUST-00379,MERCH-0012,e-commerce,301.57,TED,internet_banking,FP-623695,248.53.xxx.xxx,aprovada,0,,142,ES
TXN-002224,2024-01-08 12:38:45,CUST-00358,MERCH-0166,postos,536.19,boleto,internet_banking,FP-710606,9.32.xxx.xxx,aprovada,0,,880,MG
TXN-002225,2024-01-23 21:03:49,CUST-00707,MERCH-0153,marketplace,883.57,cartao_credito,internet_banking,FP-429719,168.95.xxx.xxx,aprovada,0,,136,ES
TXN-002226,2024-01-10 22:45:35,CUST-00285,MERCH-0108,farmacias,645.04,PIX,app_mobile,FP-496269,76.121.xxx.xxx,aprovada,0,,57,RS
TXN-002227,2024-01-31 04:00:35,CUST-00142,MERCH-0064,e-commerce,416.85,cartao_debito,app_mobile,FP-281705,84.44.xxx.xxx,aprovada,0,,510,RJ
TXN-002228,2024-01-07 13:33:52,CUST-00586,MERCH-0180,marketplace,1225.64,PIX,app_mobile,FP-819893,122.223.xxx.xxx,aprovada,0,,220,RJ
TXN-002229,2024-02-22 08:01:05,CUST-00330,MERCH-0115,e-commerce,62.61,cartao_credito,internet_banking,FP-827629,74.83.xxx.xxx,aprovada,0,,179,ES
TXN-002230,2024-01-29 08:55:36,CUST-00327,MERCH-0034,postos,485.83,TED,internet_banking,FP-834831,30.224.xxx.xxx,recusada,0,,240,PB
TXN-002231,2024-02-26 12:33:06,CUST-00237,MERCH-0177,farmacias,309.22,TED,API,,83.199.xxx.xxx,aprovada,0,0,165,MA
TXN-002232,2024-02-13 18:17:23,CUST-00158,MERCH-0028,supermercados,454.26,TED,app_mobile,FP-407569,207.234.xxx.xxx,aprovada,0,,19,SP
TXN-002233,2024-02-28 19:08:04,CUST-00649,MERCH-0175,e-commerce,368.43,cartao_credito,app_mobile,,175.8.xxx.xxx,aprovada,0,,299,ES
TXN-002234,2024-01-14 11:42:24,CUST-00566,MERCH-0044,restaurantes,50.97,TED,internet_banking,FP-208521,103.10.xxx.xxx,aprovada,0,,210,RJ
TXN-002235,2024-02-18 01:09:58,CUST-00171,MERCH-0135,e-commerce,193.23,TED,app_mobile,FP-366643,194.138.xxx.xxx,pendente,0,,53,RJ
TXN-002236,2024-01-30 05:36:18,CUST-00745,MERCH-0131,farmacias,396.9,cartao_credito,app_mobile,FP-519452,51.75.xxx.xxx,aprovada,0,,110,PB
TXN-002237,2024-01-18 08:06:21,CUST-00326,MERCH-0123,e-commerce,603.07,PIX,internet_banking,FP-376962,254.252.xxx.xxx,aprovada,0,,259,RJ
TXN-002238,2024-01-20 11:31:31,CUST-00464,MERCH-0113,e-commerce,1461.69,cartao_debito,internet_banking,FP-252104,188.25.xxx.xxx,recusada,0,,537,RN
TXN-002239,2024-01-24 22:26:21,CUST-00564,MERCH-0092,e-commerce,88.63,boleto,internet_banking,FP-610159,245.47.xxx.xxx,aprovada,0,,84,RJ
TXN-002240,2024-02-18 16:40:21,CUST-00228,MERCH-0192,marketplace,69.1,cartao_credito,internet_banking,FP-919282,173.28.xxx.xxx,aprovada,0,,123,SE
TXN-002241,2024-01-17 09:15:37,CUST-00627,MERCH-0156,farmacias,26.95,cartao_credito,internet_banking,FP-667239,10.180.xxx.xxx,aprovada,0,,113,ES
TXN-002242,2024-01-24 19:56:09,CUST-00461,MERCH-0006,utilidades,204.05,TED,app_mobile,FP-769055,85.170.xxx.xxx,aprovada,0,,100,SE
TXN-002243,2024-02-14 00:15:31,CUST-00429,MERCH-0011,viagens,422.9,cartao_credito,app_mobile,FP-230511,180.204.xxx.xxx,recusada,0,,201,AP
TXN-002244,2024-01-17 02:06:39,CUST-00019,MERCH-0003,outros,63.36,boleto,internet_banking,FP-226520,230.245.xxx.xxx,aprovada,0,,449,MG
TXN-002245,2024-01-06 07:37:48,CUST-00199,MERCH-0064,servicos_digitais,174.32,PIX,API,,39.189.xxx.xxx,aprovada,0,,333,DF
TXN-002246,2024-02-05 10:27:54,CUST-00719,MERCH-0124,supermercados,98.93,boleto,internet_banking,FP-250208,233.120.xxx.xxx,aprovada,0,,47,AL
TXN-002247,2024-01-04 18:51:41,CUST-00097,MERCH-0011,farmacias,1155.83,PIX,API,,219.198.xxx.xxx,aprovada,0,,140,MS
TXN-002248,2024-02-29 10:49:35,CUST-00389,MERCH-0017,outros,603.97,cartao_credito,caixa_eletronico,FP-144331,28.175.xxx.xxx,aprovada,0,,16,RJ
TXN-002249,2024-01-02 10:19:49,CUST-00235,MERCH-0045,viagens,259.97,boleto,internet_banking,,42.243.xxx.xxx,recusada,0,,33,MG
TXN-002250,2024-02-17 07:08:54,CUST-00173,MERCH-0180,servicos_digitais,384.75,cartao_credito,API,,187.197.xxx.xxx,aprovada,0,,119,MS
TXN-002251,2024-02-12 15:20:36,CUST-00597,MERCH-0091,e-commerce,400.85,TED,app_mobile,FP-513214,236.169.xxx.xxx,aprovada,0,,314,SP
TXN-002252,2024-01-26 04:49:36,CUST-00238,MERCH-0194,viagens,676.47,cartao_debito,app_mobile,FP-744086,33.47.xxx.xxx,estornada,0,,55,SP
TXN-002253,2024-01-01 04:42:50,CUST-00612,MERCH-0133,utilidades,637.02,boleto,API,,105.104.xxx.xxx,recusada,0,,192,ES
TXN-002254,2024-01-19 01:20:28,CUST-00188,MERCH-0122,marketplace,46.85,cartao_credito,app_mobile,FP-405239,224.189.xxx.xxx,estornada,0,,447,MG
TXN-002255,2024-02-28 05:24:42,CUST-00507,MERCH-0020,servicos_digitais,2705.32,PIX,caixa_eletronico,,237.200.xxx.xxx,aprovada,0,,220,AP
TXN-002256,2024-02-15 20:44:07,CUST-00224,MERCH-0034,farmacias,88.33,boleto,API,FP-980428,244.104.xxx.xxx,aprovada,0,,184,ES
TXN-002257,2024-02-18 13:47:23,CUST-00182,MERCH-0183,outros,75.69,PIX,app_mobile,FP-555424,123.38.xxx.xxx,recusada,0,,481,MA
TXN-002258,2024-01-10 22:03:55,CUST-00754,MERCH-0075,restaurantes,3606.82,PIX,app_mobile,FP-936286,139.94.xxx.xxx,aprovada,0,0,323,RS
TXN-002259,2024-01-13 21:05:11,CUST-00714,MERCH-0196,e-commerce,280.99,PIX,app_mobile,FP-604860,235.203.xxx.xxx,aprovada,0,,151,RR
TXN-002260,2024-02-17 14:14:06,CUST-00100,MERCH-0021,e-commerce,1494.77,cartao_credito,app_mobile,FP-815359,137.132.xxx.xxx,aprovada,0,,145,ES
TXN-002261,2024-02-24 01:00:10,CUST-00103,MERCH-0064,marketplace,70.72,TED,internet_banking,FP-697666,68.20.xxx.xxx,recusada,0,,50,PR
TXN-002262,2024-01-21 18:54:06,CUST-00596,MERCH-0141,viagens,43.26,PIX,API,FP-596861,43.71.xxx.xxx,aprovada,0,,110,MG
TXN-002263,2024-01-12 10:08:36,CUST-00736,MERCH-0174,restaurantes,225.35,cartao_credito,app_mobile,FP-430143,161.6.xxx.xxx,aprovada,0,,51,RJ
TXN-002264,2024-02-12 17:59:31,CUST-00481,MERCH-0114,e-commerce,235.49,cartao_debito,app_mobile,FP-311352,140.2.xxx.xxx,aprovada,0,,133,MG
TXN-002265,2024-01-17 11:43:41,CUST-00140,MERCH-0092,restaurantes,183.4,cartao_credito,internet_banking,,184.93.xxx.xxx,aprovada,0,,74,ES
TXN-002266,2024-02-20 17:42:56,CUST-00333,MERCH-0058,marketplace,137.84,TED,API,,9.68.xxx.xxx,recusada,0,,398,DF
TXN-002267,2024-02-09 10:21:29,CUST-00524,MERCH-0009,marketplace,515.56,cartao_debito,API,,204.134.xxx.xxx,aprovada,0,,173,MG
TXN-002268,2024-02-10 23:32:27,CUST-00165,MERCH-0052,utilidades,395.74,PIX,API,,227.128.xxx.xxx,pendente,0,,76,TO
TXN-002269,2024-02-21 23:38:04,CUST-00541,MERCH-0122,viagens,39.27,cartao_debito,app_mobile,FP-665050,239.41.xxx.xxx,aprovada,0,,114,ES
TXN-002270,2024-02-19 06:16:26,CUST-00563,MERCH-0164,supermercados,190.8,PIX,app_mobile,FP-438627,76.162.xxx.xxx,aprovada,0,,902,ES
TXN-002271,2024-02-02 22:35:54,CUST-00756,MERCH-0193,supermercados,279.32,cartao_debito,app_mobile,FP-274726,219.238.xxx.xxx,pendente,0,,234,SP
TXN-002272,2024-01-15 14:18:27,CUST-00373,MERCH-0042,supermercados,1211.22,PIX,app_mobile,FP-754283,145.41.xxx.xxx,aprovada,0,,95,RJ
