customer_id,age,customer_since,credit_limit,avg_monthly_spend,risk_score,region,account_tier,is_active
CUST-00673,27,2019-04-17,7095.21,4049.87,86.0,Sudeste,Premium,1
CUST-00674,50,2018-04-06,1345.24,175.31,48.9,Nordeste,Standard,1
CUST-00675,35,2017-09-15,37816.15,8438.98,11.0,Sudeste,Business,1
CUST-00676,58,2018-04-23,3903.73,1119.01,98.3,Sudeste,Standard,1
CUST-00677,28,2023-11-30,3765.43,891.09,53.1,Centro-Oeste,Standard,1
CUST-00678,52,2017-08-09,1269.15,570.12,84.3,Sudeste,Standard,1
CUST-00679,39,2016-10-18,3258.08,1063.3,43.3,Sudeste,Standard,0
CUST-00680,62,2022-06-03,4024.57,1361.37,43.3,Sul,Premium,1
CUST-00681,66,2019-07-08,3361.92,1427.3,62.5,Sudeste,Standard,1
CUST-00682,40,2019-08-01,3303.9,1481.85,9.9,Centro-Oeste,Standard,1
CUST-00683,57,2016-11-28,3153.43,684.7,62.9,Sudeste,Standard,1
CUST-00684,30,2016-10-04,3609.75,1388.13,40.2,Sudeste,Standard,1
CUST-00685,22,2017-04-28,1195.15,274.66,52.7,Nordeste,Standard,1
CUST-00686,62,2016-04-26,1758.76,668.43,39.1,Norte,Standard,1
CUST-00687,45,2019-05-11,3040.52,1013.39,55.5,Sudeste,Standard,0
CUST-00688,30,2020-03-02,2715.46,305.99,68.4,Nordeste,Standard,1
CUST-00689,37,2023-03-20,5160.71,1754.55,39.9,Centro-Oeste,Premium,1
CUST-00690,24,2018-08-11,2022.41,257.28,33.6,Sudeste,Standard,1
CUST-00691,23,2023-03-29,26652.32,14526.63,20.0,Nordeste,Business,1
CUST-00692,21,2020-08-12,8820.2,3604.38,8.3,Sudeste,Premium,1
CUST-00693,47,2019-02-13,11430.77,3084.12,39.8,Centro-Oeste,Premium,1
CUST-00694,24,2023-10-13,1202.63,594.95,24.1,Sudeste,Standard,1
CUST-00695,46,2021-11-01,3391.08,441.67,50.0,Sudeste,Standard,1
CUST-00696,37,2017-02-25,2106.49,219.16,86.0,Sul,Standard,1
CUST-00697,45,2020-01-24,1601.12,887.42,58.5,Sul,Standard,1
CUST-00698,39,2017-06-07,2006.98,501.38,17.6,Sudeste,Standard,1
CUST-00699,58,2021-06-02,9598.44,1982.74,14.1,Sudeste,Premium,1
CUST-00700,43,2021-11-08,4080.7,428.25,16.3,Sudeste,Premium,1
CUST-00701,66,2019-11-19,1089.06,216.63,19.1,Sudeste,Standard,1
CUST-00702,19,2021-12-11,14927.79,1649.47,42.9,Nordeste,Premium,1
CUST-00703,37,2018-10-21,3428.46,1475.8,93.3,Sudeste,Standard,1
CUST-00704,42,2016-02-18,2798.65,1646.98,28.4,Sudeste,Standard,1
CUST-00705,38,2021-02-23,3386.84,1816.79,91.7,Sudeste,Standard,1
CUST-00706,50,2019-07-27,11740.86,4163.07,27.3,Centro-Oeste,Premium,1
CUST-00707,63,2018-05-16,2743.56,1149.7,82.4,Sudeste,Standard,1
CUST-00708,31,2020-06-27,2131.25,380.65,29.5,Nordeste,Standard,0
CUST-00709,50,2016-12-14,2353.45,744.29,45.6,Norte,Standard,1
CUST-00710,36,2018-04-17,2930.96,1444.78,40.4,Sudeste,Standard,1
CUST-00711,35,2021-10-13,15975.95,9572.83,27.6,Norte,Premium,1
CUST-00712,70,2020-01-13,8845.73,2679.19,23.0,Sudeste,Premium,1
CUST-00713,27,2019-06-18,3170.01,649.65,30.8,Sudeste,Standard,1
CUST-00714,23,2020-05-29,9145.52,5221.77,23.8,Norte,Premium,1
CUST-00715,26,2020-06-29,12863.04,6498.42,36.6,Sudeste,Business,1
CUST-00716,67,2016-03-05,1978.24,220.81,85.0,Centro-Oeste,Standard,1
CUST-00717,56,2017-02-07,2172.66,631.5,53.6,Sudeste,Standard,1
CUST-00718,28,2022-10-01,6131.63,3146.98,78.6,Sul,Premium,1
CUST-00719,31,2021-04-22,2573.19,842.29,46.0,Nordeste,Standard,1
CUST-00720,65,2023-02-24,3710.76,754.17,86.2,Centro-Oeste,Standard,1
CUST-00721,63,2016-03-28,1605.11,955.91,40.8,Centro-Oeste,Standard,1
CUST-00722,49,2018-10-05,1117.25,162.62,67.1,Sudeste,Standard,1
CUST-00723,70,2021-12-15,1538.73,629.14,36.9,Nordeste,Standard,1
CUST-00724,20,2021-03-26,5895.19,3190.94,20.5,Sudeste,Premium,1
CUST-00725,49,2019-04-23,33230.9,19860.72,4.3,Centro-Oeste,Business,1
CUST-00726,34,2021-08-05,2386.5,325.99,68.0,Sul,Standard,1
CUST-00727,18,2021-02-09,3751.41,988.7,89.5,Nordeste,Standard,1
CUST-00728,26,2018-08-22,14098.75,2612.42,3.1,Sudeste,Premium,1
CUST-00729,22,2016-05-22,12128.6,2143.71,12.7,Sudeste,Premium,1
CUST-00730,69,2018-01-21,12596.93,6909.48,28.3,Norte,Premium,1
CUST-00731,67,2021-08-28,26549.18,5821.44,2.6,Centro-Oeste,Business,1
CUST-00732,60,2023-03-19,3646.86,1817.82,57.3,Sudeste,Standard,1
CUST-00733,31,2017-11-05,2283.64,493.73,76.6,Norte,Standard,1
CUST-00734,32,2023-03-07,7341.49,3024.36,1.1,Sul,Premium,1
CUST-00735,68,2017-07-15,3877.1,1550.58,48.9,Sudeste,Standard,1
CUST-00736,38,2016-06-12,2005.32,810.68,46.6,Sudeste,Standard,1
CUST-00737,32,2023-09-07,14761.35,3755.65,25.8,Norte,Premium,1
CUST-00738,36,2021-08-27,1613.16,191.89,32.0,Sudeste,Standard,1
CUST-00739,59,2020-09-07,6748.12,3147.57,31.4,Sul,Premium,1
CUST-00740,69,2016-03-18,6669.33,3577.11,46.6,Norte,Premium,1
CUST-00741,30,2023-05-03,5698.38,1151.7,3.7,Sul,Premium,1
CUST-00742,23,2019-02-21,7737.56,3565.75,25.5,Centro-Oeste,Premium,1
CUST-00743,58,2021-08-30,3343.87,468.17,28.2,Sudeste,Standard,1
CUST-00744,68,2018-07-07,2144.26,1130.07,60.8,Sudeste,Standard,1
CUST-00745,47,2020-06-28,2125.44,856.58,19.7,Nordeste,Standard,0
CUST-00746,50,2019-09-22,3777.07,2153.47,44.3,Norte,Standard,1
CUST-00747,42,2017-07-30,3288.85,1902.76,74.3,Sudeste,Standard,1
CUST-00748,21,2016-08-14,2272.12,507.58,56.9,Norte,Standard,1
CUST-00749,27,2020-12-27,15331.18,2662.78,10.6,Nordeste,Premium,1
CUST-00750,23,2016-09-10,8612.17,3901.61,88.2,Sul,Premium,1
CUST-00751,45,2021-01-31,10007.76,3668.85,47.1,Sudeste,Premium,1
CUST-00752,23,2022-09-11,13320.29,3625.74,3.9,Sudeste,Premium,1
CUST-00753,28,2018-05-28,1209.52,542.06,37.2,Centro-Oeste,Standard,1
CUST-00754,30,2018-06-19,3845.45,1251.04,9.4,Sul,Standard,1
CUST-00755,58,2016-12-01,2909.3,407.03,33.5,Sudeste,Standard,0
CUST-00756,35,2023-11-03,13470.49,1628.98,5.2,Sudeste,Premium,1
CUST-00757,35,2018-06-21,2011.09,632.94,49.5,Centro-Oeste,Standard,1
CUST-00758,24,2023-11-20,3094.92,1431.74,68.7,Sudeste,Standard,1
CUST-00759,57,2016-03-23,9702.39,2974.4,12.7,Sudeste,Premium,1
CUST-00760,46,2021-04-20,8801.98,3576.21,4.8,Sul,Premium,1
CUST-00761,72,2016-01-28,40035.42,9886.01,9.6,Sudeste,Business,1
CUST-00762,50,2023-07-25,3390.46,849.9,63.2,Sudeste,Standard,1
CUST-00763,31,2022-01-03,11916.94,1724.57,14.3,Sul,Premium,1
CUST-00764,67,2020-10-10,1772.89,599.5,17.7,Sul,Standard,1
CUST-00765,56,2023-03-13,8524.12,3910.2,46.8,Sudeste,Premium,1
CUST-00766,69,2021-04-21,1347.07,193.76,45.8,Sul,Standard,1
CUST-00767,54,2023-11-26,2770.18,539.99,27.6,Sul,Standard,1
CUST-00768,60,2017-03-04,1319.76,138.04,56.9,Sudeste,Standard,1
CUST-00769,70,2016-01-14,1960.42,688.48,37.0,Sudeste,Standard,1
CUST-00770,36,2016-01-09,14705.47,7427.81,2.8,Sul,Business,1
CUST-00771,65,2023-05-01,41601.45,21981.77,31.0,Sul,Business,1
CUST-00772,19,2017-10-10,2267.31,763.43,75.3,Centro-Oeste,Standard,1
CUST-00773,62,2017-10-10,1392.7,663.11,30.7,Sudeste,Standard,1
CUST-00774,26,2018-12-19,7492.98,1291.88,6.2,Norte,Premium,1
CUST-00775,54,2022-10-11,15861.81,2756.83,64.0,Sul,Premium,1
CUST-00776,48,2021-11-27,16900.51,6045.61,10.3,Sudeste,Business,1
CUST-00777,25,2021-03-21,1908.07,759.56,16.5,Sudeste,Standard,1
CUST-00778,47,2016-08-17,2897.0,934.45,20.7,Sudeste,Standard,1
CUST-00779,24,2017-04-09,2452.57,1035.72,66.9,Norte,Standard,1
CUST-00780,52,2017-12-22,2556.7,1003.15,84.0,Sul,Standard,1
CUST-00781,29,2017-03-15,4063.89,1315.14,54.5,Sudeste,Premium,1
CUST-00782,34,2023-07-12,1374.15,342.56,46.7,Nordeste,Standard,1
CUST-00783,38,2018-01-22,49879.89,20105.89,11.7,Norte,Business,0
CUST-00784,27,2020-07-23,6582.56,1099.97,24.5,Sudeste,Premium,1
CUST-00785,53,2021-01-22,2949.31,535.77,37.1,Nordeste,Standard,1
CUST-00786,58,2020-11-24,38630.11,7583.62,8.3,Sudeste,Business,1
CUST-00787,27,2020-05-16,28761.02,3248.7,37.1,Nordeste,Business,1
CUST-00788,22,2020-03-23,8353.83,2228.46,69.5,Sul,Premium,1
CUST-00789,24,2022-07-15,3184.98,806.68,69.3,Sul,Standard,1
CUST-00790,56,2022-10-23,6048.97,3467.6,26.3,Sul,Premium,1
CUST-00791,56,2019-05-28,1382.72,144.84,75.9,Sudeste,Standard,1
CUST-00792,64,2016-10-01,39031.34,8764.71,14.4,Sul,Business,1
CUST-00793,50,2020-09-14,2283.3,1303.4,83.7,Sul,Standard,1
CUST-00794,38,2022-11-28,4920.32,1082.56,4.0,Centro-Oeste,Premium,1
CUST-00795,69,2023-10-20,28399.39,10063.07,25.3,Sul,Business,1
CUST-00796,62,2022-07-10,2848.86,1582.38,53.1,Nordeste,Standard,1
CUST-00797,70,2017-12-30,4508.27,1462.15,11.2,Centro-Oeste,Premium,1
CUST-00798,49,2019-09-02,3909.19,1051.49,36.1,Centro-Oeste,Standard,1
CUST-00799,34,2021-07-13,2893.53,858.83,55.2,Sul,Standard,1
CUST-00800,21,2019-12-06,2381.06,593.3,14.5,Norte,Standard,1
